ACCESS_label,HHL_label,FINCP,NPF,GRPIP
"Yes, by paying a cell phone company or Internet service provider",English only,33900,3,30
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,23
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,24
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,24
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,9
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,9
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,9
"Yes, by paying a cell phone company or Internet service provider",English only,17820,3,46
"Yes, by paying a cell phone company or Internet service provider",English only,17820,3,46
"Yes, by paying a cell phone company or Internet service provider",English only,17820,3,46
"Yes, by paying a cell phone company or Internet service provider",English only,17820,3,46
"Yes, by paying a cell phone company or Internet service provider",English only,31000,2,71
"Yes, by paying a cell phone company or Internet service provider",English only,31000,2,71
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,34
"Yes, by paying a cell phone company or Internet service provider",English only,8700,2,101
"Yes, by paying a cell phone company or Internet service provider",English only,8700,2,101
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,69
"Yes, by paying a cell phone company or Internet service provider",English only,14800,2,90
"Yes, by paying a cell phone company or Internet service provider",English only,14800,2,90
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,14
"Yes, by paying a cell phone company or Internet service provider",English only,110000,5,28
"Yes, by paying a cell phone company or Internet service provider",English only,110000,5,28
"Yes, by paying a cell phone company or Internet service provider",English only,110000,5,28
"Yes, by paying a cell phone company or Internet service provider",English only,110000,5,28
"Yes, by paying a cell phone company or Internet service provider",English only,110000,5,28
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",Other language,17730,4,62
"Yes, by paying a cell phone company or Internet service provider",Other language,17730,4,62
"Yes, by paying a cell phone company or Internet service provider",Other language,17730,4,62
"Yes, by paying a cell phone company or Internet service provider",Other language,17730,4,62
"Yes, by paying a cell phone company or Internet service provider",English only,46500,2,30
"Yes, by paying a cell phone company or Internet service provider",English only,46500,2,30
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,29
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,162900,2,9
"Yes, by paying a cell phone company or Internet service provider",English only,162900,2,9
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,8
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,8
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,20
"Yes, by paying a cell phone company or Internet service provider",English only,100000,4,38
"Yes, by paying a cell phone company or Internet service provider",English only,100000,4,38
"Yes, by paying a cell phone company or Internet service provider",English only,100000,4,38
"Yes, by paying a cell phone company or Internet service provider",English only,100000,4,38
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,32
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,32
"Yes, by paying a cell phone company or Internet service provider",English only,180000,2,19
"Yes, by paying a cell phone company or Internet service provider",English only,180000,2,19
"Yes, by paying a cell phone company or Internet service provider",English only,160000,3,22
"Yes, by paying a cell phone company or Internet service provider",English only,160000,3,22
"Yes, by paying a cell phone company or Internet service provider",English only,160000,3,22
"Yes, by paying a cell phone company or Internet service provider",English only,84050,4,14
"Yes, by paying a cell phone company or Internet service provider",English only,84050,4,14
"Yes, by paying a cell phone company or Internet service provider",English only,84050,4,14
"Yes, by paying a cell phone company or Internet service provider",English only,84050,4,14
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,31
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",English only,120000,2,25
"Yes, by paying a cell phone company or Internet service provider",English only,120000,2,25
"Yes, by paying a cell phone company or Internet service provider",Spanish,58000,4,20
"Yes, by paying a cell phone company or Internet service provider",Spanish,58000,4,20
"Yes, by paying a cell phone company or Internet service provider",Spanish,58000,4,20
"Yes, by paying a cell phone company or Internet service provider",Spanish,58000,4,20
"Yes, by paying a cell phone company or Internet service provider",Spanish,58000,4,20
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",English only,89100,2,36
"Yes, by paying a cell phone company or Internet service provider",English only,89100,2,36
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,48
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,48
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,18
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,18
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,91
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,13
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,113000,4,14
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,113000,4,14
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,113000,4,14
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,113000,4,14
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,24
"Yes, by paying a cell phone company or Internet service provider",English only,22600,2,49
"Yes, by paying a cell phone company or Internet service provider",English only,22600,2,49
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,29
"Yes, without paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,37
"Yes, by paying a cell phone company or Internet service provider",English only,30120,2,101
"Yes, by paying a cell phone company or Internet service provider",English only,30120,2,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,26
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,26
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,26
"Yes, by paying a cell phone company or Internet service provider",English only,68000,2,17
"Yes, by paying a cell phone company or Internet service provider",English only,68000,2,17
"Yes, by paying a cell phone company or Internet service provider",English only,68000,2,17
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,53900,3,38
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,53900,3,38
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,53900,3,38
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,19
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,19
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,43
"Yes, by paying a cell phone company or Internet service provider",English only,205060,2,11
"Yes, by paying a cell phone company or Internet service provider",English only,205060,2,11
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,33
"Yes, by paying a cell phone company or Internet service provider",Spanish,41000,2,32
"Yes, by paying a cell phone company or Internet service provider",Spanish,41000,2,32
"Yes, by paying a cell phone company or Internet service provider",Spanish,41000,2,32
"Yes, by paying a cell phone company or Internet service provider",Spanish,41000,2,32
"Yes, by paying a cell phone company or Internet service provider",Spanish,41000,2,32
"Yes, without paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,229000,2,11
"Yes, by paying a cell phone company or Internet service provider",English only,229000,2,11
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,12
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,70
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,70
"Yes, by paying a cell phone company or Internet service provider",English only,89000,3,20
"Yes, by paying a cell phone company or Internet service provider",English only,89000,3,20
"Yes, by paying a cell phone company or Internet service provider",English only,89000,3,20
"Yes, by paying a cell phone company or Internet service provider",English only,81000,5,14
"Yes, by paying a cell phone company or Internet service provider",English only,81000,5,14
"Yes, by paying a cell phone company or Internet service provider",English only,81000,5,14
"Yes, by paying a cell phone company or Internet service provider",English only,81000,5,14
"Yes, by paying a cell phone company or Internet service provider",English only,81000,5,14
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,41
"Yes, by paying a cell phone company or Internet service provider",English only,30400,2,35
"Yes, by paying a cell phone company or Internet service provider",English only,30400,2,35
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,29
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,29
"Yes, without paying a cell phone company or Internet service provider",English only,20350,2,17
"Yes, without paying a cell phone company or Internet service provider",English only,20350,2,17
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,105790,3,16
"Yes, by paying a cell phone company or Internet service provider",English only,105790,3,16
"Yes, by paying a cell phone company or Internet service provider",English only,105790,3,16
"Yes, by paying a cell phone company or Internet service provider",Spanish,65000,2,26
"Yes, by paying a cell phone company or Internet service provider",Spanish,65000,2,26
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,53
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,645200,2,2
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,645200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,9
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,24
"Yes, by paying a cell phone company or Internet service provider",English only,97000,4,16
"Yes, by paying a cell phone company or Internet service provider",English only,97000,4,16
"Yes, by paying a cell phone company or Internet service provider",English only,97000,4,16
"Yes, by paying a cell phone company or Internet service provider",English only,97000,4,16
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,164000,4,16
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,164000,4,16
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,164000,4,16
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,164000,4,16
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,101
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,31
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,58
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,22
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,71
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,71
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,71
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,71
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,30
"No access to the Internet at this house, apartment, or mobile home",Spanish,16600,2,24
"No access to the Internet at this house, apartment, or mobile home",Spanish,16600,2,24
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,32
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",English only,48280,3,28
"Yes, by paying a cell phone company or Internet service provider",English only,48280,3,28
"Yes, by paying a cell phone company or Internet service provider",English only,48280,3,28
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,10760,3,101
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,10760,3,101
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,10760,3,101
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,26
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",English only,72600,2,31
"Yes, by paying a cell phone company or Internet service provider",English only,72600,2,31
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,16
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,50
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,63900,3,22
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,63900,3,22
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,63900,3,22
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,77
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,77
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,77
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,77
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,67
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,67
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,67
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,67
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,29
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,59
"Yes, by paying a cell phone company or Internet service provider",English only,26800,4,58
"Yes, by paying a cell phone company or Internet service provider",English only,26800,4,58
"Yes, by paying a cell phone company or Internet service provider",English only,26800,4,58
"Yes, by paying a cell phone company or Internet service provider",English only,26800,4,58
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,20
"Yes, by paying a cell phone company or Internet service provider",English only,68510,2,65
"Yes, by paying a cell phone company or Internet service provider",English only,68510,2,65
"Yes, by paying a cell phone company or Internet service provider",English only,90000,2,28
"Yes, by paying a cell phone company or Internet service provider",English only,90000,2,28
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,26
"Yes, by paying a cell phone company or Internet service provider",Spanish,14500,2,79
"Yes, by paying a cell phone company or Internet service provider",Spanish,14500,2,79
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,46
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,31
"Yes, by paying a cell phone company or Internet service provider",English only,63000,3,48
"Yes, by paying a cell phone company or Internet service provider",English only,63000,3,48
"Yes, by paying a cell phone company or Internet service provider",English only,63000,3,48
"Yes, by paying a cell phone company or Internet service provider",English only,210000,4,21
"Yes, by paying a cell phone company or Internet service provider",English only,210000,4,21
"Yes, by paying a cell phone company or Internet service provider",English only,210000,4,21
"Yes, by paying a cell phone company or Internet service provider",English only,210000,4,21
"No access to the Internet at this house, apartment, or mobile home",Spanish,23600,4,26
"No access to the Internet at this house, apartment, or mobile home",Spanish,23600,4,26
"No access to the Internet at this house, apartment, or mobile home",Spanish,23600,4,26
"No access to the Internet at this house, apartment, or mobile home",Spanish,23600,4,26
"Yes, by paying a cell phone company or Internet service provider",English only,184000,2,21
"Yes, by paying a cell phone company or Internet service provider",English only,184000,2,21
"Yes, by paying a cell phone company or Internet service provider",English only,207900,2,5
"Yes, by paying a cell phone company or Internet service provider",English only,207900,2,5
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,39
"Yes, by paying a cell phone company or Internet service provider",English only,102000,2,8
"Yes, by paying a cell phone company or Internet service provider",English only,102000,2,8
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,28
"Yes, by paying a cell phone company or Internet service provider",English only,18800,4,66
"Yes, by paying a cell phone company or Internet service provider",English only,18800,4,66
"Yes, by paying a cell phone company or Internet service provider",English only,18800,4,66
"Yes, by paying a cell phone company or Internet service provider",English only,18800,4,66
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,17
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,289000,3,10
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,289000,3,10
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,289000,3,10
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,77
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,39000,4,13
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,39000,4,13
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,39000,4,13
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,39000,4,13
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,47
"Yes, by paying a cell phone company or Internet service provider",English only,52860,2,22
"Yes, by paying a cell phone company or Internet service provider",English only,52860,2,22
"Yes, by paying a cell phone company or Internet service provider",English only,100000,2,26
"Yes, by paying a cell phone company or Internet service provider",English only,100000,2,26
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,44
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,41
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,44
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,44
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,4800,2,28
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,4800,2,28
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,23
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,23
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,23
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,25
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,25
"No access to the Internet at this house, apartment, or mobile home",Spanish,-60000,1,29
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,36
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,36
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,26
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,3
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,25
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,28
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,28
"Yes, by paying a cell phone company or Internet service provider",English only,24000,2,26
"Yes, by paying a cell phone company or Internet service provider",English only,24000,2,26
"Yes, by paying a cell phone company or Internet service provider",Spanish,97000,5,21
"Yes, by paying a cell phone company or Internet service provider",Spanish,97000,5,21
"Yes, by paying a cell phone company or Internet service provider",Spanish,97000,5,21
"Yes, by paying a cell phone company or Internet service provider",Spanish,97000,5,21
"Yes, by paying a cell phone company or Internet service provider",Spanish,97000,5,21
"Yes, by paying a cell phone company or Internet service provider",English only,59010,2,25
"Yes, by paying a cell phone company or Internet service provider",English only,59010,2,25
"Yes, by paying a cell phone company or Internet service provider",English only,59010,2,25
"Yes, by paying a cell phone company or Internet service provider",English only,41700,2,42
"Yes, by paying a cell phone company or Internet service provider",English only,41700,2,42
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,45
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,45
"Yes, by paying a cell phone company or Internet service provider",English only,39000,3,21
"Yes, by paying a cell phone company or Internet service provider",English only,39000,3,21
"Yes, by paying a cell phone company or Internet service provider",English only,39000,3,21
"No access to the Internet at this house, apartment, or mobile home",English only,46000,5,37
"No access to the Internet at this house, apartment, or mobile home",English only,46000,5,37
"No access to the Internet at this house, apartment, or mobile home",English only,46000,5,37
"No access to the Internet at this house, apartment, or mobile home",English only,46000,5,37
"No access to the Internet at this house, apartment, or mobile home",English only,46000,5,37
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",Spanish,65000,5,17
"Yes, by paying a cell phone company or Internet service provider",Spanish,65000,5,17
"Yes, by paying a cell phone company or Internet service provider",Spanish,65000,5,17
"Yes, by paying a cell phone company or Internet service provider",Spanish,65000,5,17
"Yes, by paying a cell phone company or Internet service provider",Spanish,65000,5,17
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,23
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,27
"Yes, by paying a cell phone company or Internet service provider",English only,120000,3,12
"Yes, by paying a cell phone company or Internet service provider",English only,120000,3,12
"Yes, by paying a cell phone company or Internet service provider",English only,120000,3,12
"Yes, by paying a cell phone company or Internet service provider",English only,37400,2,29
"Yes, by paying a cell phone company or Internet service provider",English only,37400,2,29
"Yes, by paying a cell phone company or Internet service provider",English only,37400,2,29
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,55
"Yes, by paying a cell phone company or Internet service provider",English only,68200,3,17
"Yes, by paying a cell phone company or Internet service provider",English only,68200,3,17
"Yes, by paying a cell phone company or Internet service provider",English only,68200,3,17
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,31
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,30
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,310000,4,15
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,310000,4,15
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,310000,4,15
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,310000,4,15
"Yes, by paying a cell phone company or Internet service provider",Spanish,21200,2,68
"Yes, by paying a cell phone company or Internet service provider",Spanish,21200,2,68
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,15600,2,26
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,15600,2,26
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,26
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,26
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,26
"Yes, without paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,67
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,67
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,67
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,29
"Yes, by paying a cell phone company or Internet service provider",English only,107530,4,12
"Yes, by paying a cell phone company or Internet service provider",English only,107530,4,12
"Yes, by paying a cell phone company or Internet service provider",English only,107530,4,12
"Yes, by paying a cell phone company or Internet service provider",English only,107530,4,12
"Yes, by paying a cell phone company or Internet service provider",English only,218800,4,14
"Yes, by paying a cell phone company or Internet service provider",English only,218800,4,14
"Yes, by paying a cell phone company or Internet service provider",English only,218800,4,14
"Yes, by paying a cell phone company or Internet service provider",English only,218800,4,14
"Yes, by paying a cell phone company or Internet service provider",English only,50000,3,18
"Yes, by paying a cell phone company or Internet service provider",English only,50000,3,18
"Yes, by paying a cell phone company or Internet service provider",English only,50000,3,18
"Yes, by paying a cell phone company or Internet service provider",Spanish,57500,3,35
"Yes, by paying a cell phone company or Internet service provider",Spanish,57500,3,35
"Yes, by paying a cell phone company or Internet service provider",Spanish,57500,3,35
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,100
"Yes, by paying a cell phone company or Internet service provider",Spanish,16000,2,48
"Yes, by paying a cell phone company or Internet service provider",Spanish,16000,2,48
"Yes, by paying a cell phone company or Internet service provider",Spanish,16000,2,48
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,87000,4,25
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,87000,4,25
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,87000,4,25
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,87000,4,25
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,74
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,21
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,31
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,-60000,1,31
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,27
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,58500,2,25
"Yes, by paying a cell phone company or Internet service provider",English only,58500,2,25
"Yes, by paying a cell phone company or Internet service provider",English only,52000,4,30
"Yes, by paying a cell phone company or Internet service provider",English only,52000,4,30
"Yes, by paying a cell phone company or Internet service provider",English only,52000,4,30
"Yes, by paying a cell phone company or Internet service provider",English only,52000,4,30
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,60
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,56
"No access to the Internet at this house, apartment, or mobile home",Asian and Pacific Island languages,-60000,1,7
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,15
"Yes, by paying a cell phone company or Internet service provider",Other language,-60000,1,26
"Yes, by paying a cell phone company or Internet service provider",Other language,-60000,1,26
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,28000,3,71
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,28000,3,71
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,28000,3,71
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,39
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,31
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,32
"Yes, by paying a cell phone company or Internet service provider",Spanish,-60000,1,32
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,29
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,36300,3,51
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,36300,3,51
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,36300,3,51
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,22
"Yes, by paying a cell phone company or Internet service provider",English only,44000,2,36
"Yes, by paying a cell phone company or Internet service provider",English only,44000,2,36
"Yes, by paying a cell phone company or Internet service provider",English only,44000,2,36
"No access to the Internet at this house, apartment, or mobile home",Spanish,71400,3,9
"No access to the Internet at this house, apartment, or mobile home",Spanish,71400,3,9
"No access to the Internet at this house, apartment, or mobile home",Spanish,71400,3,9
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,25
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,25
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,25
"Yes, by paying a cell phone company or Internet service provider",Asian and Pacific Island languages,-60000,1,25
"Yes, by paying a cell phone company or Internet service provider",English only,12500,2,35
"Yes, by paying a cell phone company or Internet service provider",English only,12500,2,35
"Yes, by paying a cell phone company or Internet service provider",English only,187000,2,15
"Yes, by paying a cell phone company or Internet service provider",English only,187000,2,15
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,42
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,42
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,35300,2,35
"Yes, by paying a cell phone company or Internet service provider",Other Indo-European languages,35300,2,35
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,68
"No access to the Internet at this house, apartment, or mobile home",English only,-60000,1,36
"Yes, by paying a cell phone company or Internet service provider",Spanish,17600,3,15
"Yes, by paying a cell phone company or Internet service provider",Spanish,17600,3,15
"Yes, by paying a cell phone company or Internet service provider",Spanish,17600,3,15
"Yes, by paying a cell phone company or Internet service provider",Spanish,17600,3,15
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
"Yes, by paying a cell phone company or Internet service provider",English only,-60000,1,101
